Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
O N G C,42.92,332182.27,16.26,14.13,16.51,13.35,13.27,12.6,7.29,5.33,5.65,6.84,8.87,24.86,7,11.13,13.01,47.06,9.83,11.4,6.88,0.74,6,0.99,0.51,8,9.85,6.03,4.64,31.31,58.89,3.65,0,2.74,0.5,0.45,7.32,Y,Y,N,Y,0,0,1,0,1,2
Oil India,141.14,78947.41,18.01,25.23,20.99,19.86,17.56,15.67,10.07,4.77,4.55,5.5,8.5,21.7,18.17,18.69,12.6,27.39,14.64,20.15,11.23,0.69,8,1.63,2.3,4,27.14,27.25,2.16,24.82,56.66,6.46,0,3.02,0.79,0.5,13.17,Y,Y,N,N,1,0,0,0,1,2
Adani Ports,68.55,284857.52,18.06,14.43,15.82,16.07,16.56,17.64,28.56,29.18,27.48,24.21,23.04,28.63,19.58,17.89,18.65,18.61,16.01,11.88,17.71,1.68,2,5.4,10.17,8,33.19,30.63,0.45,15.98,65.89,5.62,0.03,5.26,0.99,0.94,5.53,N,Y,N,Y,0,0,0,0,1,1
Zomato Ltd,140.23,224266.36,1.12,-5.91,-4.8,-9.51,,,302.25,421.88,421.88,421.88,421.88,82.47,55.97,,,25.99,14.87,,,18.84,4,10.52,14.14,7,1.84,-15.02,0,0,0,28.86,0,16.3,1.96,0.05,9.18,N,Y,N,Y,0,0,0,0,1,1
GAIL (India),74.27,135499.65,13.97,8.69,14.31,14.78,14.53,13.04,12,8.62,7.89,9.05,12.93,32.42,11.83,15.51,7.99,17.88,8.76,17.84,8.35,1.47,6,1.76,1,6,7.45,3.85,2.67,36.53,51.92,6.76,0,4.14,0.66,0.28,20.39,Y,Y,N,Y,1,0,1,0,1,3
Info Edg.(India),86.15,98453.48,2.44,-1.64,5.68,4.71,4.91,4.72,153.22,126.07,134.49,118.46,110.82,31.01,17.12,16.18,16.16,60.36,48.16,43.03,23.28,3.07,4,3.25,38.06,8,21.68,-10.7,0.29,49.39,37.68,10.26,0,5.78,2.41,0.01,46.47,Y,Y,N,Y,0,0,1,0,1,2
GMR Airports Inf,43.7,83225.85,,,,,,,,,,40.73,40.73,34.9,3.39,-1.24,-1.94,20.77,8.57,-0.3,,,4,,8.7,5,-10.7,-16.08,0,0,66.07,14.65,0,3.06,0.94,,0.59,N,Y,Y,Y,0,0,0,0,0,0
Mazagon Dock,97.59,81932.53,35.19,25.95,27.31,23.99,22.46,,35.34,20.15,14.17,14.17,14.17,32.74,15.46,15.25,,47.04,32.21,-12,,1.2,4,13.12,8.49,8,20.45,14.29,0.68,28.53,84.83,12.71,0,5.53,0.89,0,596.59,Y,Y,Y,Y,0,1,1,0,1,3
Adani Total Gas,29.25,79642.75,20.46,20.39,21.23,23.66,,,113.44,192.54,169.46,144.96,144.96,38.19,21.09,,,12.13,22.74,,,4.99,3,20.37,16.99,8,14.91,12.47,0.03,4.12,74.8,5.99,0,20.58,0.6,0.37,9.59,N,Y,N,Y,0,1,0,0,1,2
JSW Infrast,59.53,59031.04,18.96,20.41,17.35,14.7,13.78,,52.4,52.4,52.4,52.4,52.4,32.89,28.35,22.91,,-51.08,-33.76,-27.9,,1.52,4,7.35,15.16,7,30.41,23.51,0.2,9.76,85.61,6.32,0,8.85,6.95,0.59,4.35,N,N,N,Y,0,0,0,0,1,1
BSE,118.08,55000.03,15.2,7.68,11.3,9.14,11.02,10.06,92.3,49.35,35.58,26.27,26.84,36.19,19.54,15.76,12.62,36.2,20.04,13.85,19.38,5.5,5,16.66,27.45,8,28.64,22.24,0.37,26.08,0,52.4,0,10.27,0.94,0,98.03,Y,Y,Y,Y,0,0,1,0,0,1
Petronet LNG,53.26,50632.5,22.19,22.85,23.75,24.55,24.1,22.97,12.92,10.31,11.38,13.14,14.73,26.54,6.55,11.5,3.4,6.26,10.42,10.99,17.51,1.24,5,2.74,0.92,7,6.71,5.41,2.96,42.42,50,10.88,0,7.54,3.8,0.15,20.28,Y,Y,Y,Y,1,1,1,0,1,4
Coal India,46.87,284163.4,52.04,60.97,52.82,50.97,51.42,46.54,7.9,6.61,6.44,6.99,8.15,16.49,7.4,8.94,7.26,43.28,16.42,22.13,9.75,0.48,7,2.95,2.02,7,26.25,22.93,5.53,42.02,63.13,5.02,0,3.81,1.66,0.08,55.07,Y,Y,N,Y,1,1,1,0,1,4
Hindustan Zinc,72.43,215512.4,55.08,44.46,39.19,,,,24.49,14.32,14.32,14.32,14.32,8.54,,,,0.12,,,,,7,28.28,6.9,5,26.77,30.78,5.69,70.79,64.93,2.92,99.04,13.28,0.51,1.84,12.01,Y,N,N,N,0,0,0,0,1,1
Vedanta,111.03,178079.07,10.49,20.4,22.16,22.38,19.33,13.52,28.36,8.26,7.27,8.26,8.07,17.76,9.32,10.33,8.07,-32.58,-11.9,-8.37,-6.95,-2.38,5,5.51,1.22,4,4.55,9.95,7.69,258.88,56.38,15.64,99.99,3.05,0.36,2.85,3.21,Y,N,N,N,1,0,0,0,1,2
NMDC,41.08,63837.39,23.93,23,29.04,23.98,22.01,19.06,10.48,6.44,6.36,6.7,6.65,11.5,11.89,13.41,5.86,-2.65,5.6,13.68,2.11,2.24,5,2.49,2.99,6,27.13,26.45,3.33,38.14,60.79,12.52,0,5.83,2.23,0.13,91.71,Y,N,N,Y,0,0,0,0,1,1
Lloyds Metals,82.46,50349.38,56.64,89.76,65.16,61.15,59.37,56.33,34.31,26.07,22.43,18.19,25.19,196.05,69.02,50.73,27.65,1576.31,94.58,92.24,30.89,0.27,6,8.7,6.95,5,18.84,26.91,0.1,4.06,63.49,33.28,18.17,14.45,1.75,0.01,210.94,Y,Y,Y,N,1,0,0,0,1,2
Indian Hotels Co,84.55,98394.75,14.26,12.73,8.84,4.35,4.46,2.73,76.57,65.01,60.74,69.48,71.1,62.58,8.45,7.73,5.23,48.91,33.07,49.69,26.11,2.18,3,10.4,14.36,8,19.4,17.31,0.25,19.78,38.12,15.65,0,12.53,1.11,0.29,8.96,Y,Y,Y,Y,0,0,0,1,1,2
Apollo Hospitals,43.78,99856.29,13.33,13.71,14.4,11.78,10.15,9.43,96.38,89.77,90.62,99.77,84.63,21.75,14.66,14.79,15.9,108.56,33.38,30.32,10.66,2.81,6,14.4,5.06,6,4.78,5.03,0.23,25.6,29.33,5.12,13.99,11.77,0.89,0.77,4.35,Y,Y,N,N,0,0,0,0,1,1
Max Healthcare,66.37,91185.99,13.37,16.1,13.39,12.04,10.96,,86.53,62.17,68.01,68.01,68.01,29.18,26.17,18.91,,95.13,681.89,69.02,,0.11,4,10.84,16.1,4,19.56,24.16,0.16,13.78,23.74,3.84,0,14.07,1.3,0.15,22.48,Y,Y,N,N,0,0,0,0,1,1
Nestle India,-6.03,217967.01,135.33,108.31,121.38,106.76,82.58,68.17,68.63,80.25,79.63,77.11,72.63,22.25,16.65,15.05,10.36,23.52,19.55,21.43,13.48,3.51,4,54.62,11.02,8,16.09,14.12,0.69,78.94,62.76,15.86,0,34.89,0.26,0.09,38.72,N,Y,N,Y,0,0,0,0,1,1
Britannia Inds.,25.59,136557.87,57.14,66.62,57.76,49.27,44.35,44.43,61.96,56.65,55.41,57.83,54.93,8.48,8.69,9.2,9.27,4.89,13.04,13.36,18.65,4.73,3,34.65,8.03,7,12.74,12.45,1.3,82.75,50.55,15.18,0,27.74,0.48,0.52,22.44,Y,N,Y,Y,0,1,0,0,1,2
Varun Beverages,65.83,198559.16,35.2,33.54,30.29,25.44,23.76,23.04,78.13,62.18,62.97,58.93,59.18,35.49,25.73,22.56,22.46,76.79,45.75,71.1,43.84,1.65,6,23.15,10.46,7,13.5,12.1,0.16,15.8,62.66,8.18,0.04,18.79,0.47,0.79,9.11,Y,Y,N,Y,0,1,1,0,1,3
Life Insurance,48.96,571558.42,63.45,125.05,79.15,80.87,,,13.68,15.43,15.43,15.43,15.43,6.98,8.16,,,,,,,0.19,4,6.91,0.66,6,4.84,4.59,1.11,15.46,96.5,2.17,0,0.41,3.09,0,,N,Y,Y,Y,1,1,0,0,1,3
Bajaj Finance,-7.95,427735.74,22.12,23.48,21.34,19.83,20.01,,27.82,36.33,41.46,47.77,45.36,27.26,24.35,27.62,,47.08,27.59,32.03,,0.95,4,4.93,6.87,4,26.31,27.81,0.52,15.4,54.7,9.36,0,2.43,2.39,3.74,1.94,N,Y,N,N,1,0,0,1,1,3
Bajaj Finserv,9,272614.09,15.28,14.81,14.19,13.77,13.9,14.12,32.07,36.71,38.09,36.32,33.97,22.13,20.97,23.99,33.76,22.04,20.36,20.06,18.07,1.57,4,3.99,2.16,5,14.14,14.88,0.06,1.96,60.65,22.84,0.01,1.1,0.25,4.66,2.06,N,Y,N,N,1,0,0,1,1,3
Jio Financial,39.61,197714.2,1.27,,,,,,123.1,134.25,134.25,134.25,134.25,,,,,,,,,,2,1.44,101.76,3,86.51,56.07,0,0,47.12,24.46,0,3.63,43.14,0,,N,N,N,Y,0,0,0,0,1,1
SBI Life Insuran,24.09,161986.06,11.96,13.19,12.87,13.94,14.79,15.59,74.25,77.03,74.84,69.91,69.97,17.24,24.23,23.25,22.56,4.62,5.91,8.29,8.64,12.5,3,9.96,1.08,7,1.26,2.02,0.17,14.28,55.39,4.1,0,1,1.82,0,,N,Y,N,N,0,0,0,0,1,1
HDFC Life Insur.,16.56,152689.33,11.38,9.57,10.6,12.78,14.48,16.22,90.17,89.24,91.22,90.76,90.76,12.37,21.17,18.66,19.45,2.81,4.57,7.41,7.25,15.23,2,9.79,1.38,7,1.55,1.95,0.28,27.33,50.34,10.75,0,1.13,1.03,0.06,,Y,Y,N,N,0,0,0,0,1,1
Shriram Finance,59.81,116286.44,15.93,17.27,15.34,14.87,15.45,14.92,14.83,11.73,11.52,11.85,14.34,27.83,18.56,18.79,15.69,30.33,14,21.55,13.85,0.63,5,2.22,3.02,3,20.33,19.75,1.46,22.96,25.4,5.07,0,1.48,2.28,3.97,1.65,Y,Y,N,Y,1,0,1,1,1,4
Cholaman.Inv.&Fn,17.48,115325.49,20.16,20.41,20.24,19.03,19.24,19.09,29.94,30.65,28.11,25.49,24.27,25.99,21.94,22.26,19.31,29.97,21.62,23.7,22.99,1.28,5,5.39,5.13,3,17.85,20.69,0.15,4.91,50.24,6.02,0,1.64,3.92,7.38,1.48,N,Y,N,N,1,1,0,1,1,4
Bajaj Holdings,50.94,113031.13,14.77,11.15,12.18,11.85,11.88,12.44,15.26,14.96,13.98,12.79,12.01,54.98,31.59,10.57,14.93,25.81,18.98,16.65,13.84,0.8,4,1.89,65.23,7,432.73,948.17,1.29,20.06,51.46,30.82,0,4.02,1.22,0,4139.8,Y,Y,Y,N,0,0,0,1,1,2
ICICI Pru Life,43.13,107303.7,8.07,8.45,8.27,9.99,12.14,16.25,122.5,93.07,83.18,68.8,61.79,2.54,16.68,13.13,15.15,-3.93,-2.05,-9.32,-5.97,-61.87,3,9.27,1.08,5,0.95,1.65,0.08,10.16,73.05,4.66,0,0.9,1.24,0.1,,Y,Y,N,N,0,0,0,0,1,1
ICICI Lombard,42.13,95446.07,16.96,17.64,16.67,18,17.97,18.18,42.89,42.34,45.45,45.52,45.67,18.92,12.91,15.39,16.76,6.35,11.01,13.98,12.76,3.34,5,7.01,4.28,7,9.37,9.69,0.31,28.25,51.66,6.91,0,2.33,0.29,0,,Y,Y,Y,N,0,0,0,0,1,1
HDFC AMC,57.77,92757.54,29.51,24.47,27.11,28.81,29.96,31.2,41.94,34.66,40.77,41.27,41.27,12.92,8.77,10.52,13.41,13.55,15.79,-11.75,-4.32,2.64,6,13.64,30.62,6,61.6,57.45,1.61,76.8,52.51,9.01,0,23.26,0.72,0,324.27,Y,Y,N,Y,0,1,1,1,1,4
Muthoot Finance,49.04,77223.59,17.86,17.63,19.39,21.88,22.14,21.36,18.59,13.88,13.99,13.09,12.68,6.17,12.93,11.91,9.83,2.82,15.43,19.18,17,1.2,4,3.17,5.79,3,32.05,33.03,1.25,23.79,73.35,3.5,0,2.26,2.21,2.7,2.14,Y,Y,N,N,1,0,0,1,1,3
SBI Cards,-12.52,65775.41,21.98,25.69,23.46,22.97,23.8,24.15,27.31,35.05,45.52,45.52,45.52,22.23,19.34,26.12,28.01,34.23,19.64,27.01,21.1,1.2,3,5.44,3.78,4,14.18,16.52,0.36,9.87,68.61,5.46,0,2.71,0.75,3.3,2.16,N,Y,N,N,1,0,0,1,1,3
General Insuranc,54.38,61184.7,13.31,17.01,12.78,9.99,9.59,7.92,8.61,8.4,9.61,13.78,13.81,-2.25,0.2,7.83,12.79,49.73,24.09,46.66,-14.3,0.36,7,1.06,1.3,6,14.73,14.81,2.87,26.24,82.4,2.56,0,0.98,0.48,0,,Y,Y,N,N,1,0,0,0,1,2
Sundaram Finance,51.57,53961.27,14.16,14.16,14.15,14.16,14.17,14.44,35.21,22.01,21.8,22.12,23.03,11.18,14.5,3.84,5.88,8.62,11.65,11.77,9.69,3.02,3,4.87,7.07,6,26.23,27.39,0.62,23.02,37.86,35.53,0,2.03,2.58,4.72,1.59,Y,Y,N,N,0,0,0,1,1,2
Aditya Birla Cap,17.8,52863.13,14.15,26.79,17.46,14.66,13.7,,15.34,17.4,18.19,20.35,20.54,21.48,17.88,28.77,,40.98,28.33,16.89,,0.47,5,1.97,1.46,3,9.96,15.99,0,0,68.9,12.23,0,0.42,0.08,4.11,1.58,N,Y,N,N,1,0,0,1,1,3
Motil.Oswal.Fin.,259.65,52195.68,32.59,15.62,25.28,24.42,23.18,22.37,18.67,9.79,11.69,15.07,22.92,24.93,23.61,20.44,31.23,21.82,52.03,29.96,41.33,0.35,4,5.95,6.61,5,34.61,22.38,0.4,8.55,68.86,18.39,0,3.95,1.64,1.58,4.1,Y,Y,N,Y,1,1,1,1,1,5
I R F C,86.84,175679.93,13.66,14.4,14.56,13.9,13.81,13.18,27.27,6.71,6.63,6.63,6.63,19.1,19.07,16.68,15.7,13.24,15.34,-38.24,-31.28,1.17,0,3.46,6.57,8,24.06,26,1.12,30.57,86.36,11.48,0,2.07,19.88,8.02,1.32,Y,Y,N,N,1,0,0,1,1,3
Power Fin.Corpn.,84.42,144577.46,21.33,20.4,20.98,20.15,20.18,19.06,6.97,3.03,3.04,3.27,4.01,8.49,11.08,18.69,15.64,18.93,14.78,36.52,13.73,0.47,8,1.43,1.52,6,28.92,27.27,3.08,22.54,55.99,8.83,0,0.76,1.22,8.52,1.59,Y,Y,N,Y,1,1,1,1,1,5
REC Ltd,86.05,133767.78,22.2,20.41,21.29,20.24,19.16,19.62,9.14,3.21,3.74,4.15,4.47,10.15,13.34,10.03,10.68,19.07,19.77,12.22,11.55,0.46,7,1.83,2.7,6,29.78,28.29,3.15,29.78,52.63,11.84,0,0.95,1.35,6.41,1.6,Y,Y,N,Y,1,1,1,1,1,5
Indian Renewable,,51406.19,17.29,15.44,16.2,14.86,,,35.59,36.67,36.67,36.67,36.67,23.2,19.71,,,1.82,4.67,,,1.05,4,5.51,8.89,4,25.23,24.83,0,0,75,22.62,0,1.71,0.69,5.85,1.5,N,N,N,Y,1,0,0,1,1,3
Bajaj Housing,,109381.88,15.23,14.59,14.03,,,,63.16,58.47,58.47,58.47,58.47,34.16,,,,40.58,,,,,4,5.82,14.36,5,22.74,22.21,0,0,88.75,7.63,0,2.49,4.01,3.96,1.46,Y,N,N,Y,0,0,1,1,0,2
F A C T,17.3,51231.92,29.39,62.45,56.41,,,,242.93,30.66,28.43,24.95,24.95,15.76,20.93,15.29,8.63,3.57,28,19.51,11.82,8.68,2,37.24,11.59,4,7.7,9.75,0.12,42.94,90,0.93,0,15.66,0.78,1.32,1.38,Y,Y,Y,N,0,0,0,0,1,1
Cummins India,99.52,93420.56,28.11,21.63,22.53,19.84,19.22,20.09,52.9,42.6,38.75,35.16,34.21,27.43,9.62,8.45,8.46,36.76,18.1,12.01,10.75,2.92,4,15.16,10.32,8,18.09,14.27,1.13,63.43,51,8.89,0,20.96,1.86,0.02,96.6,Y,Y,N,Y,0,1,1,0,1,3
Larsen & Toubro,14.63,457378.3,14.68,11.81,12.36,14.08,14.42,13.74,34.41,31.95,29.31,25.13,26.99,17.59,10.34,10.59,10.03,-1.75,8.6,12.02,11.49,4.22,2,5.29,2,7,6.95,6.62,0.84,35.79,0,37.6,0,3.6,0.99,1.35,3.24,Y,Y,Y,Y,0,0,0,0,1,1
Hind.Aeronautics,124.63,278584.91,28.89,27.16,28.45,26.64,25.34,23.07,33.91,16.1,13.65,13.14,13.14,9.91,8.71,7.81,7.22,32.85,26.48,17.75,15.05,1.28,4,9.59,9.04,9,24.99,21.57,0.84,30.82,71.64,8.13,0,7.28,1.37,0,333.36,Y,Y,Y,Y,1,1,1,1,1,5
Thermax,95.8,64715.57,14.15,12.31,12.03,10.38,10.53,10.34,108.75,72.48,69.3,66.38,61.76,24.85,9.31,11.03,6.26,33.81,9.53,14.48,10.93,11.41,4,14.58,6.76,6,6.31,5.61,0.22,20.94,61.98,4.45,0,12.16,0.91,0.29,8.99,Y,Y,N,Y,0,0,1,0,1,2
Dixon Technolog.,159.31,83395.46,24.73,22.52,23.3,23.83,23.46,23.71,148.75,116.47,115.84,101.6,100.68,39.99,42.75,32.58,32.09,31.19,40.77,32.18,21.37,3.51,6,37.42,3.02,5,2.12,2.11,0.04,8.13,32.89,21.27,0,10.4,0.74,0.36,7.81,Y,Y,N,Y,0,0,1,0,1,2
Bharat Electron,106.01,199081.83,26.27,22.79,23.44,22.08,21.66,20.35,43.85,28.76,23.6,21.26,23.91,12.83,10.75,12.92,12.01,23.64,16.02,14.8,16.33,2.74,5,11.27,9.23,9,19.57,16.81,0.81,40.36,51.14,11.37,0,10.06,1.17,0,852.29,Y,Y,N,Y,0,1,1,0,1,3
Siemens,97.74,241323.28,15.36,13.79,13.58,12.35,11.99,11.75,99.54,81.71,79.3,73.55,71.6,22.1,7.14,7.53,4.7,35.72,16.18,15.18,26.77,6.15,3,17.35,12.13,8,10.53,10.2,0.15,18.63,75,9.42,6.67,19.98,1.85,0.01,76.42,Y,Y,Y,Y,0,0,0,0,1,1
A B B,87.64,159390.06,22.92,17.01,17.76,14.06,13.72,12.87,99.04,102.52,102.77,93.06,85.24,21.52,9.32,2.75,3.07,92.69,19.98,19.52,21.4,4.96,5,25.13,13.94,9,11.94,8.92,0.32,49.99,75,7.29,0,24.64,1.6,0.01,124.78,N,Y,Y,Y,0,1,0,1,1,3
CG Power & Ind,93.42,113643.09,57.78,66.05,71.03,,,,126.9,72.64,70.09,70.09,68.92,39.5,0.12,5.54,-5.14,131.77,28.86,18.68,9.13,3.02,3,32.31,12.9,6,17.27,13.15,0.17,13.91,58.07,15.92,0,30.34,1.36,0.01,272.71,Y,Y,Y,Y,0,0,0,1,1,2
Havells India,34.53,106263.49,17.95,16.97,18.65,18.93,19.04,19.34,75.37,71.58,69.69,67.19,60.6,21.14,13.04,17.17,8.73,7.53,9.78,12.07,10.81,7.68,4,13.63,5.26,7,6.79,6.34,0.53,44.39,59.41,5.58,0,16.52,0.98,0.04,41.87,Y,Y,Y,Y,0,0,1,0,1,2
Suzlon Energy,110.19,91327.61,28.77,,,,,,98.9,110.34,110.34,101.67,69.22,24.96,5.38,-9.08,-10.77,41.14,17.34,-11.93,7.47,5.01,4,23.22,12.68,7,11.06,2.89,0,0,13.25,54.02,0,23.01,0.99,0.04,7.29,N,Y,Y,Y,0,1,0,0,0,1
B H E L,84.32,75508.54,1.13,2.47,1.77,-2.12,-0.71,-0.07,751.93,68.39,39.57,60,39.09,11.34,-4.73,-2.47,-4.92,28.11,-22.53,-6.16,-22.01,-33.37,2,3.09,3.1,3,1.16,2.69,0.12,30.85,63.17,12.65,0,3.42,1.08,0.36,1.01,Y,N,N,N,0,0,0,0,1,1
Hitachi Energy,213.06,56407.68,12.74,8.03,12.54,,,,328.35,155.03,153.87,153.87,153.87,15.26,,,,10.98,,,,,4,41.48,10.21,9,3.13,2.11,0.03,10.36,75,10.9,0,21.13,0.89,0.16,6.02,Y,Y,N,Y,0,0,1,0,1,2
Titan Company,4.67,289999.79,32.91,30.75,30.28,26.52,26.13,25.6,83.96,86.99,89.31,82.14,72.83,33.14,20.9,21.25,16.67,53.78,20.23,24.04,16.84,4.15,3,30.87,5.53,4,6.84,8.07,0.34,28,52.9,17.33,0,18.02,0.3,1.65,7.21,N,Y,N,N,0,0,0,0,1,1
