Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Concord Biotech,49.97,18908.33,20.89,19.63,19.24,20.6,,,60.12,54.85,54.85,54.85,54.85,18.13,18.46,,,-51.19,-25.54,,,2.96,3,12.4,18.22,8,28.93,27.59,0.48,30.03,44.08,38.02,0,20.86,3.13,0.01,208.03,Y,N,Y,Y,0,1,0,0,1,2
Wockhardt,376.97,16366.35,-12.1,-8.29,-7.58,-0.11,-2.6,-0.51,,,8.74,8.74,46.7,1.1,-4.73,-5.03,-5.31,,-47.24,-13.89,,,5,4.87,5.66,4,-14.8,-12.51,0,0,51.99,36.21,33.64,4.56,0.55,0.7,0.12,N,N,Y,N,0,0,0,0,1,1
Neuland Labs.,263.85,17709.42,26.39,17.9,18.46,14.27,11.73,11.89,55.25,25.94,27.15,28.36,30,18.49,18.51,15.2,12.84,61.87,78.6,23.69,22.75,0.7,5,13.81,10.83,8,19.27,13.78,0.1,6.02,32.64,34.12,0,18.48,1.33,0.07,30.58,Y,Y,Y,Y,0,1,1,1,0,3
Jubilant Pharmo,166.42,16859.52,0.76,-6.89,0.55,7.12,9.42,9.69,59.24,48.03,13.73,13.75,15.14,3.2,-5.95,1.93,1.52,-63.72,-43.94,-31.51,-13.89,-1.35,3,2.84,2.44,8,0.61,-6.26,0.47,102.46,50.68,25.17,0,3.94,1.2,0.52,2.73,Y,Y,N,Y,1,0,0,0,1,2
Bayer Crop Sci.,30.18,28417.11,26.7,25.91,25.48,23.86,22.09,20.82,42.66,33.4,35.67,38.37,38.67,6.19,10.01,8.94,4.82,15.17,10.88,10.51,7.67,2.51,4,9.97,5.69,9,14.55,13.2,2.21,84.89,71.43,13.18,0,13.06,1.44,0.02,54.53,Y,Y,N,Y,0,1,1,0,1,3
UPL,-6.57,39177.97,-4.28,14.18,8.55,10.33,11.69,12.9,,14.71,16.92,17.45,17.87,3.66,14.57,14.89,14.87,,,,,,2,1.58,0.91,4,-4.02,8.43,0.19,-6.25,32.52,15.59,0.91,1.96,0.98,1.2,0.45,N,Y,N,N,0,0,0,0,0,0
Sumitomo Chemi.,28.98,24682.76,15.33,23.39,20.77,21.39,20.8,20.49,56.57,51.57,52.87,52.87,52.87,2.34,4.97,19.83,16.13,2.27,,,,3.42,4,10.11,8.4,6,13.04,14.34,0.18,79.67,75,14.54,0,15.1,2.16,0.01,135.97,Y,Y,Y,N,0,0,0,0,1,1
Gillette India,31.76,26788,42.01,38.49,38.73,36.11,36.21,34.1,65.07,57.45,60.79,66.79,68.67,9.93,7.18,6.16,4.71,9.94,10.08,7.05,23.13,6.46,4,27.58,10.17,9,15.64,14.37,0.55,102.91,75,10.96,0,26.9,1.04,0,66.15,Y,Y,Y,Y,0,1,1,1,1,4
Emami,27.86,28176.08,29.95,28.28,32.84,27.94,24.93,26.55,38.09,31.52,35.94,43.44,50.07,7.5,5.84,5.33,7.73,18.69,19.55,10.18,6.13,2.05,2,11.52,7.7,9,19.89,18.18,1.24,48.26,54.84,9.28,8.15,17.01,1.23,0.04,84.38,Y,Y,Y,Y,0,1,0,1,1,3
Jyothy Labs,34.57,17883.06,21.21,14.67,15.91,15.36,15.2,15.2,47.73,41.07,32.66,33.67,40.01,13.03,8.74,7.31,7.61,19.25,12.62,8.14,15.69,3.78,4,9.89,6.36,9,12.92,8.83,0.72,34.79,62.89,6.75,0,15.07,1.38,0.03,98.79,Y,Y,Y,Y,0,1,1,1,1,4
A B Real Estate,140.22,29474.81,1.29,4.82,3.48,3.99,29.95,,188.77,72.63,60.9,52.44,52.44,19.93,2.74,-7.25,,54.05,-61.59,-11.14,,-3.06,5,7.28,5.86,4,1.34,4.78,0.19,110.52,50.21,23.43,0,4.69,0.27,1.17,10.15,Y,Y,N,N,0,0,0,0,1,1
Kansai Nerolac,-10.97,22566.4,12.79,10.68,10.7,11.76,12.47,13.78,33.85,53.48,55.08,54.8,53.07,15.42,7.54,9.81,9.6,7.79,8.35,4.62,12.11,4.05,1,4.04,2.9,8,8.29,6.14,0.9,25.57,74.99,9.16,0,7.73,1.14,0.05,32.17,N,Y,N,Y,0,0,0,0,1,1
Akzo Nobel,53.33,16907.75,32.33,26.1,27.12,23.69,23.9,22.41,39.19,31.18,33.83,35.38,34.96,17.83,6.3,6.36,5.44,26.84,17.15,10.67,15.94,2.29,4,12.72,4.23,8,10.79,8.83,2.02,79.97,74.76,13.39,0,12.22,0.92,0.05,50.98,Y,Y,Y,Y,0,1,1,0,1,3
Container Corpn.,15.39,48457.18,10.93,10.65,10.56,9.31,10.03,10.56,38.06,41.67,39.32,37.27,33.57,10.42,4.46,5.42,5.16,31.79,0.63,5.73,2.94,60.41,3,4.1,5.49,6,14.57,14.32,1.45,55.58,54.8,5.73,0,8.01,3.4,0.08,23.46,N,Y,N,Y,0,0,0,0,1,1
One 97,-16.95,47401.56,-9.07,-13.09,-14.46,-18.67,,,,,,,,52.72,25.35,,,24.55,14.57,,,,3,3.26,5.73,6,-12.01,-22.26,0,0,0,36.17,0,5.98,3.7,0.01,-109.03,N,Y,Y,Y,0,0,0,0,0,0
CRISIL,29.9,37149.86,32.3,32.93,31.65,30.69,30.77,31.01,55.49,48.48,46.56,42.59,46.41,16.57,12.42,10.63,10.95,22.24,11.98,12.4,9.46,4.52,3,16.53,11.38,7,20.48,20.05,1.06,59.95,66.64,13.43,0,20.9,2.02,0.02,325.12,Y,Y,N,Y,0,1,0,0,1,2
Gujarat Gas,29.39,36229.97,15.03,24.26,21.04,25.3,24.52,23.42,29.8,28.29,25.68,27.84,29.87,16.72,15.14,17.44,7.24,-4.59,20.8,25.42,73.46,1.43,5,4.71,2.21,6,7.03,9.12,1.08,34.1,60.89,13.2,0,7.71,0.77,0.02,55.98,Y,Y,Y,N,1,0,0,0,1,2
Cochin Shipyard,176.86,35921.05,17.21,6.61,12.72,14.2,14.3,14.14,40.61,14.43,9.63,10.7,10.8,8.95,4.21,8.5,7.32,10.05,11.26,11.78,9.53,3.61,4,7.15,9.18,6,22.31,12.45,0.71,16.58,72.86,20.31,0,6.31,1.17,0.1,41.33,Y,Y,Y,Y,0,0,1,1,1,3
Syngene Intl.,28.21,35215.95,13.23,13.6,13.48,14.29,,,76.39,57.21,57.49,55.27,55.27,16.89,13.83,,,10.92,9.57,,,7.89,1,8.01,10.2,6,14.93,14.73,0.14,9.85,54.72,6.74,0,11.28,1.81,0.14,12.49,Y,Y,Y,Y,0,0,0,0,1,1
Multi Comm. Exc.,189.2,33086.51,5.82,10.28,9.14,10.82,10.24,9.5,95.33,50.32,40.63,38.61,41.77,20.51,17.9,14.84,7.21,-23.16,-11.78,-3.71,-3.75,-8.09,3,20.88,37.07,5,12.16,29.01,0.12,46.88,0,20.32,0,13.25,1.42,0,1628.77,Y,Y,Y,N,0,0,0,1,0,1
C D S L,113.85,29657.1,31.31,23.8,28.89,26.36,24.74,23,61.83,48.74,42.47,37.95,38.58,33.2,32.85,27.78,24.76,27.89,29.87,25.45,29.24,2.07,6,20.27,32.24,7,51.65,49.45,0.67,54.85,15,49.66,0,29.48,1.01,0,6328.8,Y,Y,N,Y,0,1,1,0,0,2
Indraprastha Gas,8.2,28948.53,21.76,19.97,20.57,20.55,20.36,20.39,16.92,20.27,22.68,26.83,24,41.51,19.42,20.41,13.59,19.69,18.44,16.87,16.79,0.92,6,3.39,2.05,7,12.15,9.91,2.18,36.04,45,7.53,0,6.03,0.84,0.01,252.21,N,Y,Y,Y,1,0,0,0,1,2
Delhivery,-14.25,26757.67,-2.94,-13.5,-11,-11.03,,,,,,,,30.7,37.54,,,25.96,14.87,,,,5,2.91,3.19,5,-3.31,-14.14,0,0,0,16.41,0,5.92,3.09,0.13,0.26,N,Y,N,Y,0,0,0,0,0,0
NBCC,105.25,23735.7,24.85,20.81,20.9,17.08,18.11,19.04,42.76,26.03,30.7,30.56,36.82,14.48,0.97,4.98,9.88,32.22,6.68,5.07,7.23,6.4,4,10.66,2.23,8,5.12,4.54,0.48,28.24,61.75,25.05,0,4.38,1.02,0,13037,Y,Y,N,Y,0,1,1,0,1,3
Guj.St.Petronet,40.88,21846.26,16.06,18.9,18.92,23.11,23.79,21.42,13.08,9.91,9.4,10.2,13.01,14.45,13.1,16.6,32.33,0.44,10.05,16.62,14.59,1.3,5,2.02,1.22,6,12.39,12.93,1.29,17,37.63,12.29,0,4.16,1.24,0.01,78.71,Y,Y,Y,N,1,0,0,1,0,2
Cams Services,87.33,21268.06,39.78,38.24,41.31,38.46,,,55.64,43.01,44.43,44.43,44.43,17.23,9.84,,,24.55,20.74,,,2.66,6,23.19,17.63,7,29.69,28.12,1.08,64.61,0,24.83,0,27.3,1.92,0.11,61.99,Y,Y,N,Y,0,1,1,0,0,2
Century Plyboard,35.79,18739.18,15.76,22.4,19.71,18.15,18.21,20.57,67.33,39.63,39.98,37.52,35.44,22.18,11.25,11.46,11.17,17.85,16.65,7.91,18.22,4.04,5,8.47,4.68,3,8.35,10.66,0.12,6.82,72.59,6,0,11.1,0.58,0.35,10.94,Y,Y,N,N,0,0,0,0,1,1
Garden Reach Sh.,97.16,17243.51,22.21,16.43,18.22,17.23,15.29,13.05,46.89,26.26,15.86,15.36,15.36,46.58,20.98,21.47,8.35,29.08,25.46,18.36,-10.83,1.84,5,10.3,4.48,7,9.54,8.57,0.62,30.01,74.5,19.98,0,3.58,0.65,0.04,45.5,Y,Y,N,Y,0,1,1,0,1,3
KFin Technolog.,108.75,16170.11,24.47,25.86,26.14,17.11,,,59.72,40.2,40.2,40.2,40.2,20.29,38.82,,,75.11,92.79,,,0.64,5,14.13,18.1,8,29.38,27.2,0.61,39.96,33.04,21.74,0,21.14,3.87,0.04,55.03,Y,Y,Y,Y,0,1,1,0,0,2
Indegene,,16161.42,26.87,29.12,29.25,,,,48.25,45.81,45.81,45.81,45.81,38.9,36.16,,,-74.77,-30.06,,,0.55,3,,6.24,6,12.93,11.54,0,0,0,92.01,0,12.84,1.63,0.34,10.23,Y,N,N,Y,0,0,0,0,0,0
Indian Energy Ex,44.67,16118.24,37.66,37.23,40.28,41.52,42.14,41.82,41.98,45.38,42.8,40.54,40.66,12.3,12.07,12.36,9.95,16.37,16.83,18.01,12.84,2.57,5,15.88,32.28,8,72.65,69.03,1.38,65.23,0,52.59,0,17.67,1.8,0.01,187.52,N,Y,Y,Y,0,1,0,0,0,1
Hindustan Copper,93.21,26278.88,13.53,14.73,16.94,6.28,6.57,5.57,72.69,48.57,48.75,48.06,68.01,-1.32,-1.12,5.2,1.44,36.96,14.24,24.36,0.12,4.77,6,11.5,14.28,5,17.2,17.53,0.34,30.12,66.14,21.31,0,14.16,0.64,0.1,33.92,Y,Y,Y,N,N,0,0,0,1,1
KIOCL,-9.8,19305.21,-4.32,-4.72,2.15,4.71,4.52,3.12,,204.77,84.1,84.78,87.12,-7.94,-0.36,11.42,3.84,,,,,,4,10.06,12.87,7,-4.56,-6.34,0,0,99.03,0.88,0,14.75,2.87,0.09,-3.2,N,Y,N,Y,0,0,0,0,1,1
Metro Brands,-0.79,31990.73,24.2,25.43,23.61,21.1,21.82,22.04,77.22,84.88,84.88,84.88,84.88,43.35,14.13,14.56,13.44,85.58,6.28,-18.1,-11.48,3.41,3,16.24,13.44,3,17.64,17,0.43,32.96,71.96,17.64,0,16.68,1.95,0.57,6.48,N,Y,N,Y,0,0,0,0,1,1
Relaxo Footwear,-17.4,18428.92,10.49,8.65,10.96,13.79,14.96,16.32,97.76,109.87,103.22,94.63,66.06,7.3,4.92,8.64,9.47,-11.01,2.81,7.21,11.42,33.94,2,9.21,6.3,7,6.94,5.62,0.41,37.25,71.27,15.34,0,13.62,1.09,0.1,14.28,N,Y,N,Y,0,0,0,0,1,1
Bata India,-12.12,17540.8,19.76,19.81,14.66,11.31,13.15,13.95,49.5,67.51,66.79,64.04,56.83,26.75,3.48,4.99,5.35,77.06,-2.37,7.56,3.93,-20.89,3,11.49,5.06,5,8.42,9.34,0.88,58.75,50.16,13.89,0,11.02,0.84,0.89,4.89,N,N,N,N,0,0,0,0,1,1
Jubilant Food.,15.89,38617.44,12.98,18.11,18.39,19.41,20.67,19.42,141.9,107.08,116.98,109.16,87.69,19.52,9.67,11.84,12.53,4.88,-3.11,22.12,8.62,-45.63,3,17.79,6.18,5,4.84,6.99,0.21,19.83,41.94,6.32,4.98,9.1,0.34,1.94,1.93,Y,Y,N,N,0,0,0,0,1,1
EIH,71.71,22694.47,17.62,11.37,8.68,4.03,4.58,4.46,35.7,42.87,44.41,59.45,61.51,72,6.76,7.35,4.96,55.57,30.18,26.65,19.84,1.18,3,5.76,8.94,9,27.21,18.86,0.33,11.74,32.85,47.99,0,9.51,1.67,0.05,52.21,N,Y,Y,Y,1,0,0,0,0,1
Devyani Intl.,-13.12,19707.98,-112.91,33.86,-30.8,,,,296.78,112.5,112.5,112.5,112.5,46.34,22.1,19.08,,,-1.8,2.11,,,4,18.66,5.01,2,-32.16,9.36,0,0,62.72,10.73,0,7.63,0.39,2.75,1.17,Y,Y,N,N,0,0,0,0,1,1
Chalet Hotels,50.16,18434.14,16.36,10.9,7.91,4.32,3.77,1.06,245.07,65.87,64.27,68.71,68.71,70.57,7.5,9.78,10.96,59.34,134.94,77.44,22.54,1.81,4,6.55,12.05,7,19.58,13.93,0,0,67.48,4.04,31.93,6.04,0.18,0.74,3.07,Y,Y,N,Y,0,0,1,0,1,2
Fortis Health.,79.3,43998.96,7.85,7.77,7.3,4.47,2.77,2.66,68.53,53.81,54.12,53.71,56.53,19.59,9.05,6.03,7.04,136.28,42.77,-0.77,13.73,1.6,5,5.74,6.2,7,9.14,8.9,0.17,12.61,31.17,12.83,0,6.92,0.41,0.15,7.7,Y,Y,Y,Y,1,0,1,0,0,2
Global Health,40.06,28470.05,17.93,16.15,16.17,12.01,,,59.03,61.61,61.61,61.61,61.61,31.3,17.6,,,45.06,11.23,,,1.05,3,9.8,8.5,7,14.6,12.12,0,0,33.04,43.64,0,13.14,2.33,0.28,9.51,N,Y,Y,Y,0,0,0,0,0,0
Dr Lal Pathlabs,32.79,26222.68,20.36,15.04,19.97,21.32,21.76,22.97,65.33,70.27,71.8,62.77,57.35,12.09,13.1,13.59,14.84,6.99,12.4,12.64,-11.73,5.25,4,13.1,11.18,8,16.28,11.93,0.76,42,53.92,6.02,0,19.34,2.77,0.1,23.22,N,Y,N,Y,0,1,0,0,1,2
Poly Medicure,82.79,25465.46,19.08,14.79,16.11,17.24,17.63,18.25,94.45,60.47,58.4,48.44,44,20.53,17.64,17.14,15.63,24.11,29.73,23.51,20.06,2.96,5,16.41,17.69,6,18.81,15.45,0.12,11.15,62.56,13.23,0,24.8,1.37,0.12,31.05,Y,Y,N,Y,0,0,1,0,1,2
Narayana Hrudaya,21.47,25273.3,31.43,33.06,30.87,23.63,19.84,16.71,31.33,34.15,37.15,42.35,56.41,24.78,11.89,15.07,16.44,365.13,67.79,37.6,-20.79,0.46,3,8.76,4.93,5,15.71,13.23,0.32,10.36,63.85,17.94,0,9.47,0.9,0.56,9.31,N,Y,N,Y,1,0,0,0,1,2
Aster DM Health.,35.12,22415.65,3.13,11.1,9.44,9.23,9.88,8.56,81.37,28.53,32.76,29.74,29.74,-24.54,-14.22,-6.52,2.57,-4.33,-23.31,12.9,-5.77,-3.47,3,6.52,5.58,7,5.71,15.87,0.45,77.28,41.88,13.05,98.87,7.17,1.82,0.56,4.69,Y,Y,Y,N,0,0,0,0,1,1
Krishna Institu.,38.45,20917.26,17.63,21.26,21.98,22.55,19.94,,66.2,44.45,45.12,45.12,45.12,23.38,22.17,23.59,,13.97,51.54,35.74,,1.24,5,11.44,8.11,4,13.37,16.08,0,0,38.82,13.03,15.35,10.6,0.92,0.74,9.41,Y,Y,N,N,0,0,0,0,0,0
Asahi India Glas,20.17,16401.96,14.74,18.6,17.8,15.47,15.75,16.4,54.87,38.82,39.43,39.25,42.55,21.48,8.3,9.19,6.95,37.52,11.59,12.07,24.54,4.73,4,6.97,3.73,4,7.52,8.88,0.3,14.82,54.23,40.2,3.94,6.64,0.44,0.84,4.06,Y,Y,N,N,0,0,0,0,0,0
Hatsun Agro,-7.81,23636.93,17.02,12.65,16.44,17.5,18.17,19.55,74.41,102.5,95.14,98.81,92.98,12.91,10.91,9.63,12.35,1.31,16.45,9.66,12.6,4.52,3,15.03,2.88,6,3.21,2.23,0.57,50.01,73.17,13.38,0,10.89,0.08,1.72,3.55,N,Y,N,Y,0,0,0,0,1,1
Bikaji Foods,85.27,21686.85,24.73,15.53,18.11,16.85,16.65,17,72.82,75.55,75.55,75.55,75.55,20.59,20.56,20.85,19.09,-33.63,-12.47,-7.61,-1.28,1.84,5,16.22,8.7,6,11.77,7.11,0.12,9.28,74.98,4.76,0,23.69,1.82,0.13,46.84,N,Y,N,Y,0,0,0,0,1,1
Max Financial,40.87,43996.96,9.21,10.16,8.79,9.7,10.5,10.84,127.76,88.49,76.24,63.45,61.29,14.2,19.01,17.3,14.9,-7.19,0.22,-5.63,6.44,24.06,2,8.51,0.84,6,0.84,1.44,0,0,6.52,6.42,72.64,0.7,0.99,0.1,11.31,Y,Y,N,N,0,0,0,1,0,1
Nippon Life Ind.,83.31,43157.65,29.54,20.68,24.44,22.99,22.46,22.61,32.7,27.11,32.42,28.59,28.59,12.79,4.33,5.12,10.15,16.78,17.22,-34.75,-22.86,1.83,7,10.61,21.93,6,54.4,47.85,2.42,93.88,72.49,6.31,0,18.2,1.87,0,253.97,Y,Y,N,Y,0,1,1,1,1,4
360 ONE,93.08,37001.96,24.47,21.41,21.97,17.25,,,37.53,27.1,30.46,30.46,30.46,20.86,13.1,,,28.54,,,,2.27,6,9.45,11.81,3,27.53,31.99,1.63,73.64,15.72,10.23,43.25,4.87,2.86,2.79,2.6,Y,Y,N,N,0,1,0,1,0,2
L&T Finance Ltd,2.39,34989.61,10.31,-0.75,4.81,5.81,7.73,8.55,13.6,19.71,19.4,19.39,19.22,0.57,0.32,6.87,10.03,47.44,0.51,9.72,12.47,17.89,6,1.44,2.33,6,17.07,-1.23,1.78,26.82,66.29,14.66,0,1.26,3.1,3.5,1.61,N,Y,Y,Y,0,0,0,1,1,2
Chola Financial,64.35,33605.59,19.81,18.3,18.64,17.52,17.73,17.79,17.24,12.55,12.97,13.92,13.66,22.94,18.78,38.16,11.36,29.05,20.53,21.43,19.08,0.84,6,3.28,1.21,5,14.91,15.48,0.03,0.58,47.33,12.93,0.01,0.76,0.47,13.09,1.57,Y,Y,N,N,1,0,0,1,1,3
M & M Fin. Serv.,-3.26,33144.64,10.02,11.9,9.68,8.76,10.14,10.41,15.21,17.11,17.01,17.95,19.89,8.84,8.89,12.07,11.67,42.48,1.08,19.45,6.4,14.08,7,1.65,1.93,3,12.14,16.45,2.35,40.24,52.16,6.01,0,1.01,1.31,5.43,1.38,N,Y,N,N,0,0,0,1,1,2
Tata Inv.Corpn.,109.63,33010.39,1.55,1.28,1.39,1.36,1.45,1.92,89.63,45.44,42.94,38.06,34.27,33.15,16.82,5.22,5.86,35.73,23.54,11.12,8.45,3.81,2,1.1,88.27,8,99.95,90.75,0.43,36.8,73.38,23.35,0,2.95,9.77,0,73.8,Y,Y,N,Y,0,0,0,1,1,2
Star Health Insu,-8.13,31725.72,14.29,12.3,2.83,-2.05,-0.44,,36.21,44.2,44.2,44.2,44.2,40.55,30.01,31.96,,39.78,38.69,27.83,,0.79,4,4.95,2.18,7,6.03,5.12,0,0,57.69,7.6,0,3.78,0.16,0.07,,N,Y,N,Y,1,0,0,0,1,2
New India Assura,39.18,31366.38,1.19,-0.94,0.36,2.7,1.96,1.65,28.61,39.19,22.37,28.37,28.37,9.72,9.57,11.62,14.79,-41.85,24.61,-23.28,9.91,1.16,2,1.11,0.71,7,0.74,-0.59,1.08,28.49,85.44,2.43,0,0.86,0.4,0,,N,Y,N,Y,1,0,0,0,1,2
Go Digit General,,29450.26,7.08,1.61,-1.23,,,,102.85,150.52,150.52,150.52,150.52,47.78,,,,50.36,,,,,4,6.34,3.32,9,2.5,0.68,0,0,73.28,5.62,0,2.29,0.13,0.08,,N,N,N,Y,0,0,0,0,1,1
Authum Invest,108.92,27436.78,44.05,7.86,32.02,30.1,29.58,29.29,6.79,7.21,7.7,7.41,7.29,111.24,,40.64,83.78,173.83,184.87,161.31,226.8,0.05,6,2.14,7.07,7,121.19,64.2,0,0,74.95,17.76,0,5.8,1.14,0.03,136.75,N,Y,Y,Y,1,0,0,1,1,3
